Unnamed: 0,Equation Number,eqn,soln,metrics
191,235,"(-1) = 2x
","(-1) = 2x
|2x = (-1)|(2x / 2) = ((-1) / 2)|((x * 2) / 2) = ((-1) / 2)|(x * (2 / 2)) = ((-1) / 2)|(x * 1) = ((-1) / 2)|x = ((-1) / 2)|x = ([-1/2])",11
192,236,"(-1) = -2x
","(-1) = -2x
|-2x = (-1)|(x * (-2)) = (-1)|((x * (-2)) / (-2)) = ((-1) / (-2))|(x * ((-2) / (-2))) = ((-1) / (-2))|(x * 1) = ((-1) / (-2))|x = ((-1) / (-2))|x = [1/2]",11
193,237,"-1x = (((-2) + -3x) - 4)
","-1x = (((-2) + -3x) - 4)
|(-1x - -3x) = ((((-2) + -3x) - 4) - -3x)|(((-1) - (-3)) * x) = ((((-2) + -3x) - 4) - -3x)|2x = ((((-2) + -3x) - 4) - -3x)|2x = ((((-2) + -3x) - -3x) - 4)|2x = (((-2) + (-3x - -3x)) - 4)|(x * 2) = (((-2) + (-3x - -3x)) - 4)|((x * 2) / 2) = ((((-2) + (-3x - -3x)) - 4) / 2)|((x * 2) / 2) = ((((-2) + 0) - 4) / 2)|((x * 2) / 2) = (((-2) - 4) / 2)|(x * (2 / 2)) = (((-2) - 4) / 2)|(x * 1) = (((-2) - 4) / 2)|x = (((-2) - 4) / 2)|x = ((-6) / 2)|x = (-3)",27
194,239,"(-1) = (2 + (3 / x))
","(-1) = (2 + (3 / x))
|((-1) - 2) = ((2 + (3 / x)) - 2)|((-1) - 2) = (((3 / x) + 2) - 2)|(-3) = (((3 / x) + 2) - 2)|((-3) / (-3)) = ((((3 / x) + 2) - 2) / (-3))|(((-3) / (-3)) * x) = (((((3 / x) + 2) - 2) / (-3)) * x)|1x = (((((3 / x) + 2) - 2) / (-3)) * x)|x = (((((3 / x) + 2) - 2) / (-3)) * x)|x = ((((3 / x) + (2 - 2)) / (-3)) * x)|x = ((((3 / x) + 0) / (-3)) * x)|x = (x * (((3 / x) + 0) / (-3)))|x = ((x * ((3 / x) + 0)) / (-3))|x = ((x * (3 / x)) / (-3))|x = (((x * 3) / x) / (-3))|x = ((3x / x) / (-3))|x = ((3 * (x / x)) / (-3))|x = ((3 * 1) / (-3))|x = (3 / (-3))|x = (-1)",38
195,240,"((1 + 2x) + 3x) = 4
","((1 + 2x) + 3x) = 4
|(1 + (2x + 3x)) = 4|((1 + (2x + 3x)) - 1) = (4 - 1)|(((2x + 3x) + 1) - 1) = (4 - 1)|((((2 + 3) * x) + 1) - 1) = (4 - 1)|(((2 + 3) * x) + (1 - 1)) = (4 - 1)|(5x + (1 - 1)) = (4 - 1)|(5x + 0) = (4 - 1)|5x = (4 - 1)|(x * 5) = (4 - 1)|(x * 5) = 3|((x * 5) / 5) = (3 / 5)|(x * (5 / 5)) = (3 / 5)|(x * 1) = (3 / 5)|x = (3 / 5)|x = [3/5]",29
196,241,"(1 + 2x) = ((-3) + -4x)
","(1 + 2x) = ((-3) + -4x)
|((1 + 2x) - -4x) = (((-3) + -4x) - -4x)|(((1 + 2x) - -4x) - (-4)) = ((((-3) + -4x) - -4x) - (-4))|(((1 + 2x) - (-4)) - -4x) = ((((-3) + -4x) - -4x) - (-4))|((1 + (2x - (-4))) - -4x) = ((((-3) + -4x) - -4x) - (-4))|((1 + (2x - (-4))) - -4x) = (((-3) + (-4x - -4x)) - (-4))|((1 + (2x - (-4))) - -4x) = (((-3) + 0) - (-4))|((1 + (2x - (-4))) - -4x) = ((-3) - (-4))|(((1 + 2x) - (-4)) - -4x) = ((-3) - (-4))|(((2x + 1) - (-4)) - -4x) = ((-3) - (-4))|((2x + (1 - (-4))) - -4x) = ((-3) - (-4))|(((1 - (-4)) + 2x) - -4x) = ((-3) - (-4))|((1 - (-4)) + (2x - -4x)) = ((-3) - (-4))|((1 - (-4)) + ((2 - (-4)) * x)) = ((-3) - (-4))|((1 - (-4)) + 6x) = ((-3) - (-4))|(5 + 6x) = ((-3) - (-4))|(6x + 5) = ((-3) - (-4))|((6x + 5) - 5) = (((-3) - (-4)) - 5)|(((6x + 5) - 5) / 6) = ((((-3) - (-4)) - 5) / 6)|((6x + (5 - 5)) / 6) = ((((-3) - (-4)) - 5) / 6)|(((x * 6) + (5 - 5)) / 6) = ((((-3) - (-4)) - 5) / 6)|(((x * 6) + (5 - 5)) / 6) = ((1 - 5) / 6)|(((x * 6) + 0) / 6) = ((1 - 5) / 6)|((x * 6) / 6) = ((1 - 5) / 6)|(x * (6 / 6)) = ((1 - 5) / 6)|(x * 1) = ((1 - 5) / 6)|x = ((1 - 5) / 6)|x = ((-4) / 6)|x = ([-2/3])",49
197,242,"1x = (-2x + 3)
","1x = (-2x + 3)
|1x = (3 + -2x)|(1x - -2x) = ((3 + -2x) - -2x)|((1 - (-2)) * x) = ((3 + -2x) - -2x)|3x = ((3 + -2x) - -2x)|3x = (3 + (-2x - -2x))|(x * 3) = (3 + (-2x - -2x))|(x * 3) = (3 + 0)|(x * 3) = 3|((x * 3) / 3) = (3 / 3)|(x * (3 / 3)) = (3 / 3)|(x * 1) = (3 / 3)|x = (3 / 3)|x = 1",25
198,243,"(1x + 2) = (3 + -4x)
","(1x + 2) = (3 + -4x)
|((1x + 2) - 2) = ((3 + -4x) - 2)|(((1x + 2) - 2) - -4x) = (((3 + -4x) - 2) - -4x)|((1x + (2 - 2)) - -4x) = (((3 + -4x) - 2) - -4x)|((1x + 0) - -4x) = (((3 + -4x) - 2) - -4x)|((1x + 0) - -4x) = (((-4x + 3) - 2) - -4x)|((1x + 0) - -4x) = ((-4x + (3 - 2)) - -4x)|((1x + 0) - -4x) = (((3 - 2) + -4x) - -4x)|((1x + 0) - -4x) = ((3 - 2) + (-4x - -4x))|((1x + 0) - -4x) = ((3 - 2) + 0)|((1x + 0) - -4x) = (3 - 2)|(1x - -4x) = (3 - 2)|((1 - (-4)) * x) = (3 - 2)|5x = (3 - 2)|(x * 5) = (3 - 2)|(x * 5) = 1|((x * 5) / 5) = (1 / 5)|(x * (5 / 5)) = (1 / 5)|(x * 1) = (1 / 5)|x = (1 / 5)|x = [1/5]",37
199,244,"(1 / (-2)) = x
","(1 / (-2)) = x
|x = (1 / (-2))|x = ([-1/2])",3
200,245,"(-1x + 2) = (-3x + (-4))
","(-1x + 2) = (-3x + (-4))
|((-1x + 2) - 2) = ((-3x + (-4)) - 2)|(-1x + (2 - 2)) = ((-3x + (-4)) - 2)|(-1x + (2 - 2)) = (((-4) + -3x) - 2)|((-1x + (2 - 2)) - -3x) = ((((-4) + -3x) - 2) - -3x)|((-1x + 0) - -3x) = ((((-4) + -3x) - 2) - -3x)|((-1x + 0) - -3x) = ((((-4) + -3x) - -3x) - 2)|((-1x + 0) - -3x) = (((-4) + (-3x - -3x)) - 2)|((-1x + 0) - -3x) = (((-4) + 0) - 2)|((-1x + 0) - -3x) = ((-4) - 2)|(-1x - -3x) = ((-4) - 2)|(((-1) - (-3)) * x) = ((-4) - 2)|2x = ((-4) - 2)|(2x / 2) = (((-4) - 2) / 2)|((x * 2) / 2) = (((-4) - 2) / 2)|(x * (2 / 2)) = (((-4) - 2) / 2)|(x * 1) = (((-4) - 2) / 2)|x = (((-4) - 2) / 2)|x = ((-6) / 2)|x = (-3)",34
201,246,"(1 / x) = ((-2) - 3)
","(1 / x) = ((-2) - 3)
|(1 / x) = (-5)|((1 / x) / (-5)) = ((-5) / (-5))|(((1 / x) / (-5)) * x) = (((-5) / (-5)) * x)|(((1 / x) / (-5)) * x) = 1x|(x * ((1 / x) / (-5))) = 1x|((x * (1 / x)) / (-5)) = 1x|(((x * 1) / x) / (-5)) = 1x|(((x * 1) / x) / (-5)) = x|x = (((x * 1) / x) / (-5))|x = ((x / x) / (-5))|x = (1 / (-5))|x = ([-1/5])",31
202,247,"(-1x - 2x) = ((-3) + 4)
","(-1x - 2x) = ((-3) + 4)
|(((-1) - 2) * x) = ((-3) + 4)|-3x = ((-3) + 4)|(x * (-3)) = ((-3) + 4)|(x * (-3)) = 1|((x * (-3)) / (-3)) = (1 / (-3))|(x * ((-3) / (-3))) = (1 / (-3))|(x * 1) = (1 / (-3))|x = (1 / (-3))|x = ([-1/3])",18
203,248,"((-1x + 2) + 3) = -4x
","((-1x + 2) + 3) = -4x
|(((-1x + 2) + 3) - -1x) = (-4x - -1x)|(((-1x + 2) + 3) - -1x) = (((-4) - (-1)) * x)|((-1x + (2 + 3)) - -1x) = (((-4) - (-1)) * x)|(((2 + 3) + -1x) - -1x) = (((-4) - (-1)) * x)|((2 + 3) + (-1x - -1x)) = (((-4) - (-1)) * x)|(((-4) - (-1)) * x) = ((2 + 3) + (-1x - -1x))|-3x = ((2 + 3) + (-1x - -1x))|(x * (-3)) = ((2 + 3) + (-1x - -1x))|((x * (-3)) / (-3)) = (((2 + 3) + (-1x - -1x)) / (-3))|((x * (-3)) / (-3)) = (((2 + 3) + 0) / (-3))|(x * ((-3) / (-3))) = (((2 + 3) + 0) / (-3))|(x * 1) = (((2 + 3) + 0) / (-3))|x = (((2 + 3) + 0) / (-3))|x = ((2 + 3) / (-3))|x = (5 / (-3))|x = ([-5/3])",30
204,249,"(1 + -2x) = (3 + -4x)
","(1 + -2x) = (3 + -4x)
|((1 + -2x) - -4x) = ((3 + -4x) - -4x)|((3 + -4x) - -4x) = ((1 + -2x) - -4x)|(3 + (-4x - -4x)) = ((1 + -2x) - -4x)|(3 + (((-4) - (-4)) * x)) = ((1 + -2x) - -4x)|(3 + (((-4) - (-4)) * x)) = (1 + (-2x - -4x))|(3 + (((-4) - (-4)) * x)) = (1 + (((-2) - (-4)) * x))|(3 + (((-4) - (-4)) * x)) = ((((-2) - (-4)) * x) + 1)|(3 + (-4x - -4x)) = ((((-2) - (-4)) * x) + 1)|((3 + (-4x - -4x)) - 1) = (((((-2) - (-4)) * x) + 1) - 1)|((3 + (-4x - -4x)) - 1) = ((((-2) - (-4)) * x) + (1 - 1))|((3 + (-4x - -4x)) - 1) = ((((-2) - (-4)) * x) + 0)|((((-2) - (-4)) * x) + 0) = ((3 + (-4x - -4x)) - 1)|((((-2) - (-4)) * x) + 0) = ((3 + 0) - 1)|((((-2) - (-4)) * x) + 0) = (3 - 1)|(((-2) - (-4)) * x) = (3 - 1)|2x = (3 - 1)|(x * 2) = (3 - 1)|(x * 2) = 2|((x * 2) / 2) = (2 / 2)|(x * (2 / 2)) = (2 / 2)|(x * 1) = (2 / 2)|x = (2 / 2)|x = 1",43
205,250,"-1x = ((-2) + 3x)
","-1x = ((-2) + 3x)
|(-1x - 3x) = (((-2) + 3x) - 3x)|(((-1) - 3) * x) = (((-2) + 3x) - 3x)|-4x = (((-2) + 3x) - 3x)|-4x = ((-2) + (3x - 3x))|-4x = ((-2) + 0)|(-4x / (-4)) = (((-2) + 0) / (-4))|((x * (-4)) / (-4)) = (((-2) + 0) / (-4))|(x * ((-4) / (-4))) = (((-2) + 0) / (-4))|(x * 1) = (((-2) + 0) / (-4))|x = (((-2) + 0) / (-4))|x = ((-2) / (-4))|x = [1/2]",23
206,252,"(1x + (-2)) = (3x + 4)
","(1x + (-2)) = (3x + 4)
|((1x + (-2)) - (-2)) = ((3x + 4) - (-2))|(1x + ((-2) - (-2))) = ((3x + 4) - (-2))|(1x + ((-2) - (-2))) = ((4 + 3x) - (-2))|(1x + 0) = ((4 + 3x) - (-2))|((1x + 0) - 3x) = (((4 + 3x) - (-2)) - 3x)|((1x + 0) - 3x) = (((4 + 3x) - 3x) - (-2))|((1x + 0) - 3x) = ((4 + (3x - 3x)) - (-2))|((1x + 0) - 3x) = ((4 + 0) - (-2))|((1x + 0) - 3x) = (4 - (-2))|(1x - 3x) = (4 - (-2))|((1 - 3) * x) = (4 - (-2))|-2x = (4 - (-2))|(x * (-2)) = (4 - (-2))|((x * (-2)) / (-2)) = ((4 - (-2)) / (-2))|(x * ((-2) / (-2))) = ((4 - (-2)) / (-2))|(x * 1) = ((4 - (-2)) / (-2))|x = ((4 - (-2)) / (-2))|x = (6 / (-2))|x = (-3)",35
207,253,"-1x = 2
","-1x = 2
|(x * (-1)) = 2|((x * (-1)) / (-1)) = (2 / (-1))|(x * ((-1) / (-1))) = (2 / (-1))|(x * 1) = (2 / (-1))|x = (2 / (-1))|x = (-2)",11
208,254,"(-1x + (-2)) = (-3x + 4)
","(-1x + (-2)) = (-3x + 4)
|((-1x + (-2)) - (-2)) = ((-3x + 4) - (-2))|(-1x + ((-2) - (-2))) = ((-3x + 4) - (-2))|(-1x + ((-2) - (-2))) = ((4 + -3x) - (-2))|(-1x + 0) = ((4 + -3x) - (-2))|((-1x + 0) - -3x) = (((4 + -3x) - (-2)) - -3x)|((-1x + 0) - -3x) = (((4 + -3x) - -3x) - (-2))|((-1x + 0) - -3x) = ((4 + (-3x - -3x)) - (-2))|((-1x + 0) - -3x) = ((4 + 0) - (-2))|(-1x - -3x) = ((4 + 0) - (-2))|(((-1) - (-3)) * x) = ((4 + 0) - (-2))|2x = ((4 + 0) - (-2))|2x = (4 - (-2))|(2x / 2) = ((4 - (-2)) / 2)|((x * 2) / 2) = ((4 - (-2)) / 2)|(x * (2 / 2)) = ((4 - (-2)) / 2)|(x * 1) = ((4 - (-2)) / 2)|x = ((4 - (-2)) / 2)|x = (6 / 2)|x = 3",35
209,255,"((-1) / (-2)) = x
","((-1) / (-2)) = x
|x = ((-1) / (-2))|x = [1/2]",3
210,256,"(1 / x) = (-2)
","(1 / x) = (-2)
|((1 / x) / (-2)) = ((-2) / (-2))|(((1 / x) / (-2)) * x) = (((-2) / (-2)) * x)|(((1 / x) / (-2)) * x) = 1x|(x * ((1 / x) / (-2))) = 1x|((x * (1 / x)) / (-2)) = 1x|(((x * 1) / x) / (-2)) = 1x|(((x * 1) / x) / (-2)) = x|x = (((x * 1) / x) / (-2))|x = ((x / x) / (-2))|x = (1 / (-2))|x = ([-1/2])",29
211,257,"((-1) + -2x) = 3
","((-1) + -2x) = 3
|(((-1) + -2x) - (-1)) = (3 - (-1))|((-2x + (-1)) - (-1)) = (3 - (-1))|(-2x + ((-1) - (-1))) = (3 - (-1))|((x * (-2)) + ((-1) - (-1))) = (3 - (-1))|((x * (-2)) + 0) = (3 - (-1))|(x * (-2)) = (3 - (-1))|((x * (-2)) / (-2)) = ((3 - (-1)) / (-2))|(x * ((-2) / (-2))) = ((3 - (-1)) / (-2))|(x * 1) = ((3 - (-1)) / (-2))|x = ((3 - (-1)) / (-2))|x = (4 / (-2))|x = (-2)",21
212,259,"(-1x - 2) = 3x
","(-1x - 2) = 3x
|((-1x - 2) - -1x) = (3x - -1x)|(3x - -1x) = ((-1x - 2) - -1x)|((3 - (-1)) * x) = ((-1x - 2) - -1x)|4x = ((-1x - 2) - -1x)|4x = ((-1x - -1x) - 2)|4x = (0 - 2)|4x = (-2)|(4x / 4) = ((-2) / 4)|((x * 4) / 4) = ((-2) / 4)|(x * (4 / 4)) = ((-2) / 4)|(x * 1) = ((-2) / 4)|x = ((-2) / 4)|x = ([-1/2])",25
213,260,"1 = ((2 / x) + 3)
","1 = ((2 / x) + 3)
|(1 - 3) = (((2 / x) + 3) - 3)|(-2) = (((2 / x) + 3) - 3)|((-2) / (-2)) = ((((2 / x) + 3) - 3) / (-2))|(((-2) / (-2)) * x) = (((((2 / x) + 3) - 3) / (-2)) * x)|1x = (((((2 / x) + 3) - 3) / (-2)) * x)|x = (((((2 / x) + 3) - 3) / (-2)) * x)|x = ((((2 / x) + (3 - 3)) / (-2)) * x)|x = ((((2 / x) + 0) / (-2)) * x)|x = (x * (((2 / x) + 0) / (-2)))|x = (x * ((2 / x) / (-2)))|x = ((x * (2 / x)) / (-2))|x = (((x * 2) / x) / (-2))|x = ((2x / x) / (-2))|x = ((2 * (x / x)) / (-2))|x = ((2 * 1) / (-2))|x = (2 / (-2))|x = (-1)",38
214,261,"1x = ((-2) - 3)
","1x = ((-2) - 3)
|1x = (-5)|x = (-5)",3
215,262,"(1x - 2) = (3x - 4)
","(1x - 2) = (3x - 4)
|((1x - 2) - 1x) = ((3x - 4) - 1x)|((1x - 2) - 1x) = ((3x - 1x) - 4)|((1x - 1x) - 2) = ((3x - 1x) - 4)|((3x - 1x) - 4) = ((1x - 1x) - 2)|((3x - 1x) - 4) = (0 - 2)|(((3 - 1) * x) - 4) = (0 - 2)|(((3 - 1) * x) + (-4)) = (0 - 2)|((((3 - 1) * x) + (-4)) - (-4)) = ((0 - 2) - (-4))|(((3 - 1) * x) + ((-4) - (-4))) = ((0 - 2) - (-4))|(((3 - 1) * x) + ((-4) - (-4))) = ((-2) - (-4))|(((3 - 1) * x) + 0) = ((-2) - (-4))|(2x + 0) = ((-2) - (-4))|2x = ((-2) - (-4))|(2x / 2) = (((-2) - (-4)) / 2)|((x * 2) / 2) = (((-2) - (-4)) / 2)|(x * (2 / 2)) = (((-2) - (-4)) / 2)|(x * 1) = (((-2) - (-4)) / 2)|x = (((-2) - (-4)) / 2)|x = (2 / 2)|x = 1",36
216,263,"(-1x + 2x) = ((-3) - 4)
","(-1x + 2x) = ((-3) - 4)
|(((-1) + 2) * x) = ((-3) - 4)|1x = ((-3) - 4)|1x = (-7)|x = (-7)",9
217,264,"(-1) = (2x + (-3))
","(-1) = (2x + (-3))
|((-1) - (-3)) = ((2x + (-3)) - (-3))|((-1) - (-3)) = (2x + ((-3) - (-3)))|(2x + ((-3) - (-3))) = ((-1) - (-3))|(2x + 0) = ((-1) - (-3))|2x = ((-1) - (-3))|(2x / 2) = (((-1) - (-3)) / 2)|((x * 2) / 2) = (((-1) - (-3)) / 2)|(x * (2 / 2)) = (((-1) - (-3)) / 2)|(x * 1) = (((-1) - (-3)) / 2)|x = (((-1) - (-3)) / 2)|x = (2 / 2)|x = 1",22
218,265,"(1x - 2) = (-3)
","(1x - 2) = (-3)
|(1x + (-2)) = (-3)|((1x + (-2)) - (-2)) = ((-3) - (-2))|(1x + ((-2) - (-2))) = ((-3) - (-2))|(1x + 0) = ((-3) - (-2))|(1x + 0) = (-1)|1x = (-1)|x = (-1)",11
219,266,"(1x + (-2)) = 3
","(1x + (-2)) = 3
|((1x + (-2)) - (-2)) = (3 - (-2))|(1x + ((-2) - (-2))) = (3 - (-2))|(1x + 0) = (3 - (-2))|(1x + 0) = 5|1x = 5|x = 5",10
220,267,"(((-1) - 2x) - 3) = 4x
","(((-1) - 2x) - 3) = 4x
|4x = (((-1) - 2x) - 3)|4x = (((-1) - 3) - 2x)|4x = (((-1) - 3) + -2x)|4x = (((-1) + (-3)) + -2x)|4x = (((-3) + (-1)) + -2x)|(4x - -2x) = ((((-3) + (-1)) + -2x) - -2x)|((4 - (-2)) * x) = ((((-3) + (-1)) + -2x) - -2x)|((4 - (-2)) * x) = (((-3) + (-1)) + (-2x - -2x))|6x = (((-3) + (-1)) + (-2x - -2x))|(6x / 6) = ((((-3) + (-1)) + (-2x - -2x)) / 6)|(6x / 6) = ((((-3) + (-1)) + 0) / 6)|((x * 6) / 6) = ((((-3) + (-1)) + 0) / 6)|(x * (6 / 6)) = ((((-3) + (-1)) + 0) / 6)|(x * 1) = ((((-3) + (-1)) + 0) / 6)|x = ((((-3) + (-1)) + 0) / 6)|x = (((-4) + 0) / 6)|x = ((-4) / 6)|x = ([-2/3])",33
221,268,"(((1 / x) * x) + 2x) = 3x
","(((1 / x) * x) + 2x) = 3x
|3x = (((1 / x) * x) + 2x)|(3x - 2x) = ((((1 / x) * x) + 2x) - 2x)|(3x - 2x) = (((x * (1 / x)) + 2x) - 2x)|(3x - 2x) = ((x * (1 / x)) + (2x - 2x))|(3x - 2x) = ((x * (1 / x)) + 0)|((x * (1 / x)) + 0) = (3x - 2x)|(((x * 1) / x) + 0) = (3x - 2x)|(((x * 1) / x) + 0) = ((3 - 2) * x)|(((x * 1) / x) + 0) = 1x|((x * 1) / x) = 1x|(x / x) = 1x|1 = 1x|1x = 1|x = 1",33
222,269,"(((-1) - 2x) + 3x) = 4
","(((-1) - 2x) + 3x) = 4
|(((-1) + -2x) + 3x) = 4|((((-1) + -2x) + 3x) - (-1)) = (4 - (-1))|(((-1) + (-2x + 3x)) - (-1)) = (4 - (-1))|(((-2x + 3x) + (-1)) - (-1)) = (4 - (-1))|(((((-2) + 3) * x) + (-1)) - (-1)) = (4 - (-1))|((1x + (-1)) - (-1)) = (4 - (-1))|(1x + ((-1) - (-1))) = (4 - (-1))|(1x + 0) = (4 - (-1))|1x = (4 - (-1))|1x = 5|x = 5",21
223,270,"(-1x + 2) = ((-3) - 4x)
","(-1x + 2) = ((-3) - 4x)
|((-1x + 2) - 2) = (((-3) - 4x) - 2)|((-1x + 2) - 2) = (((-3) - 2) - 4x)|(-1x + (2 - 2)) = (((-3) - 2) - 4x)|(-1x + 0) = (((-3) - 2) - 4x)|(-1x + 0) = (((-3) - 2) + -4x)|((-1x + 0) - -4x) = ((((-3) - 2) + -4x) - -4x)|((-1x + 0) - -4x) = (((-3) - 2) + (-4x - -4x))|((-1x + 0) - -4x) = (((-3) - 2) + 0)|((-1x + 0) - -4x) = ((-3) - 2)|(-1x - -4x) = ((-3) - 2)|(((-1) - (-4)) * x) = ((-3) - 2)|3x = ((-3) - 2)|(x * 3) = ((-3) - 2)|((x * 3) / 3) = (((-3) - 2) / 3)|(x * (3 / 3)) = (((-3) - 2) / 3)|(x * 1) = (((-3) - 2) / 3)|x = (((-3) - 2) / 3)|x = ((-5) / 3)|x = ([-5/3])",34
224,271,"x = ((-1) / (-2))
","x = ((-1) / (-2))
|x = [1/2]",1
225,272,"(1x + (-2)) = (-3)
","(1x + (-2)) = (-3)
|((1x + (-2)) - (-2)) = ((-3) - (-2))|(1x + ((-2) - (-2))) = ((-3) - (-2))|(1x + 0) = ((-3) - (-2))|(1x + 0) = (-1)|1x = (-1)|x = (-1)",10
226,273,"x = ((-1) / 2)
","x = ((-1) / 2)
|x = ([-1/2])",1
227,274,"((-1) / x) = 2
","((-1) / x) = 2
|(((-1) / x) / 2) = (2 / 2)|((((-1) / x) / 2) * x) = ((2 / 2) * x)|((((-1) / x) / 2) * x) = 1x|(x * (((-1) / x) / 2)) = 1x|((x * ((-1) / x)) / 2) = 1x|(((x * (-1)) / x) / 2) = 1x|((-1x / x) / 2) = 1x|((-1x / x) / 2) = x|x = ((-1x / x) / 2)|x = (((-1) * (x / x)) / 2)|x = (((-1) * 1) / 2)|x = ((-1) / 2)|x = ([-1/2])",31
228,276,"1x = (2x - 3)
","1x = (2x - 3)
|(1x - 2x) = ((2x - 3) - 2x)|((1 - 2) * x) = ((2x - 3) - 2x)|((1 - 2) * x) = ((2x - 2x) - 3)|((1 - 2) * x) = (0 - 3)|-1x = (0 - 3)|(x * (-1)) = (0 - 3)|(x * (-1)) = (-3)|((x * (-1)) * (-1)) = ((-3) * (-1))|(x * ((-1) * (-1))) = ((-3) * (-1))|(x * 1) = ((-3) * (-1))|x = ((-3) * (-1))|x = 3",24
229,277,"((-1x - 1x) + 2) = (-3)
","((-1x - 1x) + 2) = (-3)
|(((-1x - 1x) + 2) - 2) = ((-3) - 2)|((-1x - 1x) + (2 - 2)) = ((-3) - 2)|((((-1) - 1) * x) + (2 - 2)) = ((-3) - 2)|(-2x + (2 - 2)) = ((-3) - 2)|((x * (-2)) + (2 - 2)) = ((-3) - 2)|(((x * (-2)) + (2 - 2)) / (-2)) = (((-3) - 2) / (-2))|(((x * (-2)) + 0) / (-2)) = (((-3) - 2) / (-2))|((x * (-2)) / (-2)) = (((-3) - 2) / (-2))|(x * ((-2) / (-2))) = (((-3) - 2) / (-2))|(x * 1) = (((-3) - 2) / (-2))|x = (((-3) - 2) / (-2))|x = ((-5) / (-2))|x = [5/2]",25
230,279,"1x = ((2x - 3) - 4)
","1x = ((2x - 3) - 4)
|(1x - 2x) = (((2x - 3) - 4) - 2x)|(1x - 2x) = (((2x - 4) - 3) - 2x)|((1 - 2) * x) = (((2x - 4) - 3) - 2x)|((1 - 2) * x) = (((2x - 4) - 2x) - 3)|((1 - 2) * x) = (((2x - 2x) - 4) - 3)|((1 - 2) * x) = ((0 - 4) - 3)|((1 - 2) * x) = ((-4) - 3)|-1x = ((-4) - 3)|(x * (-1)) = ((-4) - 3)|((x * (-1)) * (-1)) = (((-4) - 3) * (-1))|(x * ((-1) * (-1))) = (((-4) - 3) * (-1))|(x * 1) = (((-4) - 3) * (-1))|x = (((-4) - 3) * (-1))|x = ((-7) * (-1))|x = 7",28
231,281,"-1x = ((2 - 3x) + 4)
","-1x = ((2 - 3x) + 4)
|-1x = (4 + (2 - 3x))|-1x = ((4 + 2) - 3x)|-1x = ((4 + 2) + -3x)|(-1x - -3x) = (((4 + 2) + -3x) - -3x)|(((-1) - (-3)) * x) = (((4 + 2) + -3x) - -3x)|2x = (((4 + 2) + -3x) - -3x)|2x = ((4 + 2) + (-3x - -3x))|2x = ((4 + 2) + 0)|(2x / 2) = (((4 + 2) + 0) / 2)|((x * 2) / 2) = (((4 + 2) + 0) / 2)|(x * (2 / 2)) = (((4 + 2) + 0) / 2)|(x * 1) = (((4 + 2) + 0) / 2)|x = (((4 + 2) + 0) / 2)|x = ((6 + 0) / 2)|x = (6 / 2)|x = 3",31
232,282,"((-1) + 2x) = (-3x + 4)
","((-1) + 2x) = (-3x + 4)
|(((-1) + 2x) - 4) = ((-3x + 4) - 4)|((-3x + 4) - 4) = (((-1) + 2x) - 4)|(-3x + (4 - 4)) = (((-1) + 2x) - 4)|((-3x + (4 - 4)) - 2x) = ((((-1) + 2x) - 4) - 2x)|((-3x + 0) - 2x) = ((((-1) + 2x) - 4) - 2x)|((-3x + 0) - 2x) = ((((-1) + 2x) - 2x) - 4)|((-3x + 0) - 2x) = (((-1) + (2x - 2x)) - 4)|((-3x + 0) - 2x) = (((-1) + 0) - 4)|(-3x - 2x) = (((-1) + 0) - 4)|(-3x - 2x) = ((-1) - 4)|(((-3) - 2) * x) = ((-1) - 4)|-5x = ((-1) - 4)|(x * (-5)) = ((-1) - 4)|(x * (-5)) = (-5)|((x * (-5)) / (-5)) = ((-5) / (-5))|(x * ((-5) / (-5))) = ((-5) / (-5))|(x * 1) = ((-5) / (-5))|x = ((-5) / (-5))|x = 1",34
233,283,x = (1 / 2),x = (1 / 2)|x = [1/2],1
